id,name,type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
195,_064_,0,0,0,0,0,0,1,0,0,0,0
196,_065_,0,0,1,0,0,0,0,0,0,0,0
197,_066_,0,0,1,0,0,0,0,0,0,0,0
198,_067_,0,0,1,0,0,0,0,0,0,0,0
199,_068_,0,0,0,1,0,0,0,0,0,0,0
200,_069_,0,0,0,1,0,0,0,0,0,0,0
201,_070_,0,0,1,0,0,0,0,0,0,0,0
202,_071_,0,0,1,0,0,0,0,0,0,0,0
203,_072_,0,0,1,0,0,0,0,0,0,0,0
204,_073_,0,0,1,0,0,0,0,0,0,0,0
205,_074_,0,0,1,0,0,0,0,0,0,0,0
206,_075_,0,0,1,0,0,0,0,0,0,0,0
207,_076_,0,0,0,1,0,0,0,0,0,0,0
208,_077_,0,0,0,1,0,0,0,0,0,0,0
209,_078_,0,0,1,0,0,0,0,0,0,0,0
210,_079_,0,0,1,0,0,0,0,0,0,0,0
211,_080_,0,0,1,0,0,0,0,0,0,0,0
212,_081_,0,0,1,0,0,0,0,0,0,0,0
213,_082_,0,0,1,0,0,0,0,0,0,0,0
214,_083_,0,0,0,0,0,0,1,0,0,0,0
215,_084_,0,0,0,0,0,0,1,0,0,0,0
216,_085_,0,0,0,0,0,1,0,0,0,0,0
217,_086_,0,0,0,1,0,0,0,0,0,0,0
218,_087_,0,0,1,0,0,0,0,0,0,0,0
219,_088_,0,0,0,0,0,1,0,0,0,0,0
220,_089_,0,0,0,1,0,0,0,0,0,0,0
221,_090_,0,0,0,0,0,1,0,0,0,0,0
222,_091_,0,0,0,0,1,0,0,0,0,0,0
223,_092_,0,0,1,0,0,0,0,0,0,0,0
224,_093_,0,0,0,1,0,0,0,0,0,0,0
225,_094_,0,0,1,0,0,0,0,0,0,0,0
226,_095_,0,0,0,0,1,0,0,0,0,0,0
227,_096_,0,0,1,0,0,0,0,0,0,0,0
228,_097_,0,0,0,1,0,0,0,0,0,0,0
229,_098_,0,0,0,0,0,0,1,0,0,0,0
230,_099_,0,0,0,0,1,0,0,0,0,0,0
231,_100_,0,0,1,0,0,0,0,0,0,0,0
232,_101_,0,0,0,1,0,0,0,0,0,0,0
233,_102_,0,0,0,0,0,0,1,0,0,0,0
234,_103_,0,0,0,0,1,0,0,0,0,0,0
235,_104_,0,0,1,0,0,0,0,0,0,0,0
236,_105_,0,0,0,1,0,0,0,0,0,0,0
237,_106_,0,0,0,0,0,0,1,0,0,0,0
238,_107_,0,0,0,0,1,0,0,0,0,0,0
239,_108_,0,0,1,0,0,0,0,0,0,0,0
240,_109_,0,0,0,1,0,0,0,0,0,0,0
241,_110_,0,0,0,0,0,0,1,0,0,0,0
242,_111_,0,0,0,0,1,0,0,0,0,0,0
243,_112_,0,0,1,0,0,0,0,0,0,0,0
244,_113_,0,0,0,1,0,0,0,0,0,0,0
245,_114_,0,0,0,0,0,0,1,0,0,0,0
246,_115_,0,0,0,0,1,0,0,0,0,0,0
247,_116_,0,0,1,0,0,0,0,0,0,0,0
248,_117_,0,0,0,1,0,0,0,0,0,0,0
249,_118_,0,0,0,0,0,0,1,0,0,0,0
250,_119_,0,0,0,0,1,0,0,0,0,0,0
251,_120_,0,0,1,0,0,0,0,0,0,0,0
252,_121_,0,0,0,1,0,0,0,0,0,0,0
253,_122_,0,0,0,0,0,0,1,0,0,0,0
254,_123_,0,0,0,0,1,0,0,0,0,0,0
255,_124_,0,0,1,0,0,0,0,0,0,0,0
256,_125_,0,0,0,1,0,0,0,0,0,0,0
257,_126_,0,0,0,0,0,0,0,0,0,0,1
258,_127_,0,0,0,0,0,0,0,0,0,0,1
259,_128_,0,0,0,0,0,0,0,0,0,0,1
260,_129_,0,0,0,0,0,0,0,0,0,0,1
261,_130_,0,0,0,0,0,0,0,0,0,0,1
262,_131_,0,0,0,0,0,0,0,0,0,0,1
263,_132_,0,0,0,0,0,0,0,0,0,0,1
264,_133_,0,0,0,0,0,0,0,0,0,0,1
265,_134_,0,0,0,0,0,0,0,0,0,0,1
266,_135_,0,0,0,0,0,0,0,0,0,0,1
267,_136_,0,0,0,0,0,0,0,0,0,0,1
268,_137_,0,0,0,0,0,0,0,0,0,0,1
269,_138_,0,0,0,0,0,0,0,0,0,0,1
270,_139_,0,0,0,0,0,0,0,0,0,0,1
271,_140_,0,0,0,0,0,0,0,0,0,0,1
272,_141_,0,0,0,0,0,0,0,0,0,0,1
273,_142_,0,0,0,0,0,0,0,0,0,0,1
274,_143_,0,0,0,0,0,0,0,0,0,0,1
275,_144_,0,0,0,0,0,0,0,0,0,0,1
276,_145_,0,0,0,0,0,0,0,0,0,0,1
277,_146_,0,0,0,0,0,0,0,0,0,0,1
278,_147_,0,0,0,0,0,0,0,0,0,0,1
279,_148_,0,0,0,0,0,0,0,0,0,0,1
280,_149_,0,0,0,0,0,0,0,0,0,0,1
281,_150_,0,0,0,0,0,0,0,0,0,0,1
282,_151_,0,0,0,0,0,0,0,0,0,0,1
283,_152_,0,0,0,0,0,0,0,0,0,0,1
284,_153_,0,0,0,0,0,0,0,0,0,0,1
